ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::997","Comments",Column,"","Comments","Non Primary Key","","nvarchar(max)","100","Null","","","","","","","14","","","","","","Comments","NVARCHAR","String","","8470830","","","","10","false","false","","","","14","14","","","Invoices","","","Western","Comments","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","false","","","","","Any comments related to this invoice (sent to customer)"
"1075838981::998","DeliveryInstructions",Column,"","DeliveryInstructions","Non Primary Key","","nvarchar(max)","0","Null","","","","","","","15","","","","","","DeliveryInstructions","NVARCHAR","String","","8470830","","","","10","false","false","","","","15","15","","","Invoices","","","Western","DeliveryInstructions","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","55","","Default String Icon","","","","","false","","","","","Any comments related to delivery (sent to customer)"
"1075838981::999","InternalComments",Column,"","InternalComments","Non Primary Key","","nvarchar(max)","100","Null","","","","","","","16","","","","","","InternalComments","NVARCHAR","String","","8470830","","","","10","false","false","","","","16","16","","","Invoices","","","Western","InternalComments","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","false","","","","","Any internal comments related to this invoice (not sent to the customer)"
"1075838981::1000","TotalDryItems",Column,"","TotalDryItems","Non Primary Key","","int","","Not Null","","","","","","","17","","","","","","TotalDryItems","INTEGER","Number","","8470830","","","","10","false","false","","","","17","17","","","Invoices","","","Western","TotalDryItems","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Total number of dry packages (information for the delivery driver)"
"1075838981::1001","TotalChillerItems",Column,"","TotalChillerItems","Non Primary Key","","int","","Not Null","","","","","","","18","","","","","","TotalChillerItems","INTEGER","Number","","8470830","","","","10","false","false","","","","18","18","","","Invoices","","","Western","TotalChillerItems","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Total number of chiller packages (information for the delivery driver)"
"1075838981::1002","DeliveryRun",Column,"","DeliveryRun","Non Primary Key","","nvarchar(5)","6","Null","","","","","","","19","","","","","","DeliveryRun","NVARCHAR(5)","String","","8470830","","","","10","false","false","","","","19","19","","","Invoices","","","Western","DeliveryRun","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","0","","Default String Icon","","","","","false","","","","","Delivery run for this shipment"
"1075838981::1003","RunPosition",Column,"","RunPosition","Non Primary Key","","nvarchar(5)","6","Null","","","","","","","20","","","","","","RunPosition","NVARCHAR(5)","String","","8470830","","","","10","false","false","","","","20","20","","","Invoices","","","Western","RunPosition","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","0","","Default String Icon","","","","","false","","","","","Position in the delivery run for this shipment"
"1075838981::1004","ReturnedDeliveryData",Column,"","ReturnedDeliveryData","Non Primary Key","","nvarchar(max)","0","Null","","","","","","","21","","","","","","ReturnedDeliveryData","NVARCHAR","String","","8470830","","","","10","false","false","","","","21","21","","","Invoices","","","Western","ReturnedDeliveryData","true","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","690","","Default String Icon","","","","","false","","","","","JSON-structured data returned from delivery devices for deliveries made directly by the organization"
"1075838981::1005","ConfirmedDeliveryTime",Column,"","ConfirmedDeliveryTime","Non Primary Key","","CHAR(18)","1","Null","","","","","","","22","","","","","","ConfirmedDeliveryTime","CHAR(18)","String","","0","","","","10","false","false","","","","22","22","","(TRY_CONVERT([datetime2](7),json_value([ReturnedDeliveryData],N'$.DeliveredWhen'),(126)))","Invoices,ConfirmedDeliveryTime","","","Western","ConfirmedDeliveryTime","","","","","false","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","8","","Default String Icon","","","","","false","","","","","Confirmed delivery date and time promoted from JSON delivery data"
"1075838981::1006","ConfirmedReceivedBy",Column,"","ConfirmedReceivedBy","Non Primary Key","","CHAR(18)","1","Null","","","","","","","23","","","","","","ConfirmedReceivedBy","CHAR(18)","String","","8470830","","","","10","false","false","","","","23","23","","(json_value([ReturnedDeliveryData],N'$.ReceivedBy'))","Invoices,IX_Sales_Invoices_ConfirmedDeliveryTime","","","Western","ConfirmedReceivedBy","","","Latin1_General_100_CI_AS","","false","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","false","","","","","Confirmed receiver promoted from JSON delivery data"
"1075838981::1007","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","24","PersonID","FK_Sales_Invoices_Application_People (People to Invoices)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","24","24","","","Invoices,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1008","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","25","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","25","25","","","Invoices","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1045","OrderLineID",Column,"","OrderLineID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","OrderLineID","INTEGER","Number","","0","","","","10","false","false","","","","1","1","","","OrderLines,OrderLineID,OrderLineID","","","Western","OrderLineID","","true","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a line on an Order within the database"
"1075838981::1046","OrderID",Column,"","OrderID","Non Primary Key","","int","","Not Null","","","","","","","2","OrderID","FK_Sales_OrderLines_OrderID_Sales_Orders (Orders to OrderLines)","","","","OrderID","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","OrderLines,IX_Sales_OrderLines_Perf_20160301_02,OrderID,OrderID,OrderID","","","Western","OrderID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Order that this line is associated with"
"1075838981::1047","StockItemID",Column,"","StockItemID","Non Primary Key","","int","","Not Null","","","","","","","3","StockItemID","FK_Sales_OrderLines_StockItemID_Warehouse_StockItems (StockItems to OrderLines)","","","","StockItemID","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","OrderLines,IX_Sales_OrderLines_Perf_20160301_01,StockItemID,StockItemID,StockItemID","","","Western","StockItemID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Stock item for this order line (FK not indexed as separate index exists)"
"1075838981::1048","Description",Column,"","Description","Non Primary Key","","nvarchar(100)","","Not Null","","","","","","","4","","","","","","Description","NVARCHAR(100)","String","","8470830","","","","10","false","false","","","","4","4","","","OrderLines,Description","","","Western","Description","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","83","","Default String Icon","","","","","false","","","","","Description of the item supplied (Usually the stock item name but can be overridden)"
"1075838981::1049","PackageTypeID",Column,"","PackageTypeID","Non Primary Key","","int","","Not Null","","","","","","","5","PackageTypeID","FK_Sales_OrderLines_PackageTypeID_Warehouse_PackageTypes (PackageTypes to OrderLines)","","","","PackageTypeID","INTEGER","Number","","12470272","","","","10","false","false","","","","5","5","","","OrderLines,PackageTypeID","","","Western","PackageTypeID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Type of package to be supplied"
"1075838981::1050","Quantity",Column,"","Quantity","Non Primary Key","","int","","Not Null","","","","","","","6","","","","","","Quantity","INTEGER","Number","","8470830","","","","10","false","false","","","","6","6","","","OrderLines,IX_Sales_OrderLines_Perf_20160301_01,Quantity","","","Western","Quantity","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Quantity to be supplied"
"1075838981::1051","UnitPrice",Column,"","UnitPrice","Non Primary Key","","decimal(18,2)","0","Null","","","","","","","7","","","","","","UnitPrice","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","7","7","","","OrderLines,UnitPrice","","","Western","UnitPrice","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Unit price to be charged"
"1075838981::1052","TaxRate",Column,"","TaxRate","Non Primary Key","","decimal(18,3)","","Not Null","","","","","","","8","","","","","","TaxRate","DECIMAL(18,3)","Number","","8470830","","","","10","false","false","","","","8","8","","","OrderLines","","","Western","TaxRate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Tax rate to be applied"
"1075838981::1053","PickedQuantity",Column,"","PickedQuantity","Non Primary Key","","int","","Not Null","","","","","","","9","","","","","","PickedQuantity","INTEGER","Number","","8470830","","","","10","false","false","","","","9","9","","","OrderLines,IX_Sales_OrderLines_Perf_20160301_02,PickedQuantity,IX_Sales_OrderLines_AllocatedStockItems","","","Western","PickedQuantity","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Quantity picked from stock"
"1075838981::1054","PickingCompletedWhen",Column,"","PickingCompletedWhen","Non Primary Key","","datetime2(7)","2","Null","","","","","","","10","","","","","","PickingCompletedWhen","DATE","Datetime","","0","","","","10","false","false","","","","10","10","","","OrderLines,PickingCompletedWhen,PickingCompletedWhen","","","Western","PickingCompletedWhen","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","When was picking of this line completed?"
"1075838981::1055","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","11","PersonID","FK_Sales_OrderLines_Application_People (People to OrderLines)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","11","11","","","OrderLines,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1056","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","12","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","12","12","","","OrderLines","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1090","OrderID",Column,"","OrderID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","OrderID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","Orders,OrderID,OrderID,BackorderOrderID,OrderID","","","Western","OrderID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to an order within the database"
