ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849148::Comments,1075849176::Physical Name,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075852278::Extended Notes Order  [read only],1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849172::Physical Only,1075849173::Logical Only,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy
"1075838981::1039","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","Document","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","14","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","14","14","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1070","IllustrationID",Column,"Primary key for Illustration records.","IllustrationID","Primary key for Illustration records.","IllustrationID","Illustration,IllustrationID,IllustrationID","IllustrationID","","Primary Key","","int","","Not Null","","","","","","","1","","","","","INTEGER","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1071","Diagram",Column,"Illustrations used in manufacturing instructions. Stored as XML.","Diagram","Illustrations used in manufacturing instructions. Stored as XML.","Diagram","Illustration","Diagram","","Non Primary Key","","xml","0","Null","","","","","","","2","","","","","LONG TEXT","String","","8470830","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
"1075838981::1072","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","Illustration","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","3","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","3","3","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1078","LocationID",Column,"Primary key for Location records.","LocationID","Primary key for Location records.","LocationID","Location,LocationID,LocationID,LocationID","LocationID","","Primary Key","","smallint","","Not Null","","","","","","","1","","","","","SMALLINT","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1079","Name",Column,"Location description.","Name","Location description.","Name","Location,Name","Name","","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","NVARCHAR(50)","Name","","0","","","","10","false","false","","","","2","2","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","false","","","",""
"1075838981::1080","CostRate",Column,"Standard hourly cost of the manufacturing location.","CostRate","Standard hourly cost of the manufacturing location.","CostRate","Location","CostRate","","Non Primary Key","","smallmoney","","Not Null","","","","","","","3","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","3","3","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1081","Availability",Column,"Work capacity (in hours) of the manufacturing location.","Availability","Work capacity (in hours) of the manufacturing location.","Availability","Location","Availability","","Non Primary Key","","decimal(8,2)","","Not Null","","","","","","","4","","","","","DECIMAL(8,2)","Number","","8470830","","","","10","false","false","","","","4","4","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","false","","","",""
"1075838981::1082","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","Location","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","5","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1099","ProductID",Column,"Primary key for Product records.","ProductID","Primary key for Product records.","ProductID","Product,ProductAssemblyID,ComponentID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID,ProductID","ProductID","","Primary Key","","int","","Not Null","","","","","","","1","","","","","INTEGER","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1100","Name",Column,"Name of the product.","Name","Name of the product.","Name","Product,Name,Name","Name","","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","NVARCHAR(50)","Name","","0","","","","10","false","false","","","","2","2","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","36","","Default String Icon","","","","false","","","",""
"1075838981::1101","ProductNumber",Column,"Unique product identification number.","ProductNumber","Unique product identification number.","ProductNumber","Product,ProductNumber","ProductNumber","","Non Primary Key","","nvarchar(25)","","Not Null","","","","","","","3","","","","","NVARCHAR(25)","String","","0","","","","10","false","false","","","","3","3","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","16","","Default String Icon","","","","false","","","",""
"1075838981::1102","MakeFlag",Column,"0 = Product is purchased, 1 = Product is manufactured in-house.","MakeFlag","0 = Product is purchased, 1 = Product is manufactured in-house.","MakeFlag","Product","MakeFlag","","Non Primary Key","","bit","","Not Null","","","","","","","4","","","","","SMALLINT","Flag","","8470830","","","","10","false","false","","","","4","4","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1103","FinishedGoodsFlag",Column,"0 = Product is not a salable item. 1 = Product is salable.","FinishedGoodsFlag","0 = Product is not a salable item. 1 = Product is salable.","FinishedGoodsFlag","Product","FinishedGoodsFlag","","Non Primary Key","","bit","","Not Null","","","","","","","5","","","","","SMALLINT","Flag","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1104","Color",Column,"Product color.","Color","Product color.","Color","Product","Color","","Non Primary Key","","nvarchar(15)","50","Null","","","","","","","6","","","","","NVARCHAR(15)","String","","8470830","","","","10","false","false","","","","6","6","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","false","","","",""
"1075838981::1105","SafetyStockLevel",Column,"Minimum inventory quantity. ","SafetyStockLevel","Minimum inventory quantity. ","SafetyStockLevel","Product","SafetyStockLevel","","Non Primary Key","","smallint","","Not Null","","","","","","","7","","","","","SMALLINT","Number","","8470830","","","","10","false","false","","","","7","7","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1106","ReorderPoint",Column,"Inventory level that triggers a purchase order or work order. ","ReorderPoint","Inventory level that triggers a purchase order or work order. ","ReorderPoint","Product","ReorderPoint","","Non Primary Key","","smallint","","Not Null","","","","","","","8","","","","","SMALLINT","Number","","8470830","","","","10","false","false","","","","8","8","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1107","StandardCost",Column,"Standard cost of the product.","StandardCost","Standard cost of the product.","StandardCost","Product","StandardCost","","Non Primary Key","","money","","Not Null","","","","","","","9","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","9","9","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1108","ListPrice",Column,"Selling price.","ListPrice","Selling price.","ListPrice","Product","ListPrice","","Non Primary Key","","money","","Not Null","","","","","","","10","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","10","10","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1109","Size",Column,"Product size.","Size","Product size.","Size","Product","Size","","Non Primary Key","","nvarchar(5)","59","Null","","","","","","","11","","","","","NVARCHAR(5)","String","","8470830","","","","10","false","false","","","","11","11","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","3","","Default String Icon","","","","false","","","",""
"1075838981::1110","SizeUnitMeasureCode",Column,"Unit of measure for Size column.","SizeUnitMeasureCode","Unit of measure for Size column.","SizeUnitMeasureCode","Product,SizeUnitMeasureCode","SizeUnitMeasureCode","","Non Primary Key","","nchar(3)","66","Null","","","","","","","12","UnitMeasureCode","FK_Product_UnitMeasure_SizeUnitMeasureCode (UnitMeasure to Product)","","","NCHAR(3)","String","","12470272","","","","10","false","false","","","","12","12","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
"1075838981::1111","WeightUnitMeasureCode",Column,"Unit of measure for Weight column.","WeightUnitMeasureCode","Unit of measure for Weight column.","WeightUnitMeasureCode","Product,WeightUnitMeasureCode","WeightUnitMeasureCode","","Non Primary Key","","nchar(3)","60","Null","","","","","","","13","UnitMeasureCode","FK_Product_UnitMeasure_WeightUnitMeasureCode (UnitMeasure to Product)","","","NCHAR(3)","String","","12470272","","","","10","false","false","","","","13","13","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
"1075838981::1112","Weight",Column,"Product weight.","Weight","Product weight.","Weight","Product","Weight","","Non Primary Key","","decimal(8,2)","60","Null","","","","","","","14","","","","","DECIMAL(8,2)","Number","","8470830","","","","10","false","false","","","","14","14","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","false","","","",""
"1075838981::1113","DaysToManufacture",Column,"Number of days required to manufacture the product.","DaysToManufacture","Number of days required to manufacture the product.","DaysToManufacture","Product","DaysToManufacture","","Non Primary Key","","int","","Not Null","","","","","","","15","","","","","INTEGER","Number","","8470830","","","","10","false","false","","","","15","15","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1114","ProductLine",Column,"R = Road, M = Mountain, T = Touring, S = Standard","ProductLine","R = Road, M = Mountain, T = Touring, S = Standard","ProductLine","Product","ProductLine","","Non Primary Key","","nchar(2)","45","Null","","","","","","","16","","","","","NCHAR(2)","String","","8470830","","","","10","false","false","","","","16","16","","","","","Western","true","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
